dimension,pregunta,categoria,variable,val,label,frq,raw.prc,valid.prc,cum.prc
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en su vehículo,emper_p_inseg_lugares_1,1,Muy inseguro/a,784756,5.9,5.9,5.9
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en su vehículo,emper_p_inseg_lugares_1,2,Inseguro/a,3248068,24.43,24.43,30.33
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en su vehículo,emper_p_inseg_lugares_1,3,Seguro/a,3957208,29.76,29.76,60.09
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en su vehículo,emper_p_inseg_lugares_1,4,Muy seguro/a,547710,4.12,4.12,64.21
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en su vehículo,emper_p_inseg_lugares_1,85,No aplica,4732431,35.59,35.59,99.81
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en su vehículo,emper_p_inseg_lugares_1,88,No sabe,17689,0.13,0.13,99.94
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en su vehículo,emper_p_inseg_lugares_1,96,Sin dato,0,0,0,99.94
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en su vehículo,emper_p_inseg_lugares_1,99,No responde,8195,0.06,0.06,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Esperando transporte público,emper_p_inseg_lugares_2,1,Muy inseguro/a,1288853,9.69,9.69,9.69
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Esperando transporte público,emper_p_inseg_lugares_2,2,Inseguro/a,5269945,39.64,39.64,49.33
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Esperando transporte público,emper_p_inseg_lugares_2,3,Seguro/a,4146067,31.18,31.18,80.51
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Esperando transporte público,emper_p_inseg_lugares_2,4,Muy seguro/a,255512,1.92,1.92,82.43
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Esperando transporte público,emper_p_inseg_lugares_2,85,No aplica,2300377,17.3,17.3,99.73
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Esperando transporte público,emper_p_inseg_lugares_2,88,No sabe,32820,0.25,0.25,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Esperando transporte público,emper_p_inseg_lugares_2,96,Sin dato,0,0,0,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Esperando transporte público,emper_p_inseg_lugares_2,99,No responde,2486,0.02,0.02,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en buses o micros de transporte público,emper_p_inseg_lugares_3,1,Muy inseguro/a,952372,7.16,7.16,7.16
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en buses o micros de transporte público,emper_p_inseg_lugares_3,2,Inseguro/a,5090255,38.28,38.28,45.45
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en buses o micros de transporte público,emper_p_inseg_lugares_3,3,Seguro/a,4254485,32,32,77.44
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en buses o micros de transporte público,emper_p_inseg_lugares_3,4,Muy seguro/a,222566,1.67,1.67,79.12
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en buses o micros de transporte público,emper_p_inseg_lugares_3,85,No aplica,2741693,20.62,20.62,99.74
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en buses o micros de transporte público,emper_p_inseg_lugares_3,88,No sabe,33012,0.25,0.25,99.99
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en buses o micros de transporte público,emper_p_inseg_lugares_3,96,Sin dato,0,0,0,99.99
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en buses o micros de transporte público,emper_p_inseg_lugares_3,99,No responde,1675,0.01,0.01,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en taxis o colectivos,emper_p_inseg_lugares_4,1,Muy inseguro/a,358089,2.69,2.69,2.69
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en taxis o colectivos,emper_p_inseg_lugares_4,2,Inseguro/a,2685650,20.2,20.2,22.89
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en taxis o colectivos,emper_p_inseg_lugares_4,3,Seguro/a,5887225,44.28,44.28,67.17
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en taxis o colectivos,emper_p_inseg_lugares_4,4,Muy seguro/a,409125,3.08,3.08,70.25
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en taxis o colectivos,emper_p_inseg_lugares_4,85,No aplica,3910234,29.41,29.41,99.66
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en taxis o colectivos,emper_p_inseg_lugares_4,88,No sabe,44339,0.33,0.33,99.99
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en taxis o colectivos,emper_p_inseg_lugares_4,96,Sin dato,0,0,0,99.99
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",Trasladándose en taxis o colectivos,emper_p_inseg_lugares_4,99,No responde,1394,0.01,0.01,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en vehículos de aplicación, tales como Uber, Cabify, Didi o similar",emper_p_inseg_lugares_5,1,Muy inseguro/a,413102,3.11,3.11,3.11
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en vehículos de aplicación, tales como Uber, Cabify, Didi o similar",emper_p_inseg_lugares_5,2,Inseguro/a,2554944,19.22,19.22,22.32
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en vehículos de aplicación, tales como Uber, Cabify, Didi o similar",emper_p_inseg_lugares_5,3,Seguro/a,5463964,41.09,41.09,63.42
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en vehículos de aplicación, tales como Uber, Cabify, Didi o similar",emper_p_inseg_lugares_5,4,Muy seguro/a,581603,4.37,4.37,67.79
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en vehículos de aplicación, tales como Uber, Cabify, Didi o similar",emper_p_inseg_lugares_5,85,No aplica,4226471,31.79,31.79,99.58
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en vehículos de aplicación, tales como Uber, Cabify, Didi o similar",emper_p_inseg_lugares_5,88,No sabe,53528,0.4,0.4,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en vehículos de aplicación, tales como Uber, Cabify, Didi o similar",emper_p_inseg_lugares_5,96,Sin dato,0,0,0,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en vehículos de aplicación, tales como Uber, Cabify, Didi o similar",emper_p_inseg_lugares_5,99,No responde,2447,0.02,0.02,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en Metro, Biotrén, Merval o Metrotren",emper_p_inseg_lugares_6,1,Muy inseguro/a,404111,3.04,3.04,3.04
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en Metro, Biotrén, Merval o Metrotren",emper_p_inseg_lugares_6,2,Inseguro/a,2677373,20.14,20.14,23.18
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en Metro, Biotrén, Merval o Metrotren",emper_p_inseg_lugares_6,3,Seguro/a,4128483,31.05,31.05,54.23
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en Metro, Biotrén, Merval o Metrotren",emper_p_inseg_lugares_6,4,Muy seguro/a,528631,3.98,3.98,58.2
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en Metro, Biotrén, Merval o Metrotren",emper_p_inseg_lugares_6,85,No aplica,5507988,41.43,41.43,99.63
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en Metro, Biotrén, Merval o Metrotren",emper_p_inseg_lugares_6,88,No sabe,43692,0.33,0.33,99.96
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en Metro, Biotrén, Merval o Metrotren",emper_p_inseg_lugares_6,96,Sin dato,0,0,0,99.96
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","Trasladándose en Metro, Biotrén, Merval o Metrotren",emper_p_inseg_lugares_6,99,No responde,5779,0.04,0.04,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","En un restaurante, bar, pub, café, discoteque u otro lugar de recreación",emper_p_inseg_lugares_7,1,Muy inseguro/a,306195,2.3,2.3,2.3
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","En un restaurante, bar, pub, café, discoteque u otro lugar de recreación",emper_p_inseg_lugares_7,2,Inseguro/a,3329901,25.04,25.04,27.35
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","En un restaurante, bar, pub, café, discoteque u otro lugar de recreación",emper_p_inseg_lugares_7,3,Seguro/a,6805572,51.18,51.18,78.53
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","En un restaurante, bar, pub, café, discoteque u otro lugar de recreación",emper_p_inseg_lugares_7,4,Muy seguro/a,473086,3.56,3.56,82.09
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","En un restaurante, bar, pub, café, discoteque u otro lugar de recreación",emper_p_inseg_lugares_7,85,No aplica,2298392,17.29,17.29,99.38
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","En un restaurante, bar, pub, café, discoteque u otro lugar de recreación",emper_p_inseg_lugares_7,88,No sabe,79242,0.6,0.6,99.97
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","En un restaurante, bar, pub, café, discoteque u otro lugar de recreación",emper_p_inseg_lugares_7,96,Sin dato,0,0,0,99.97
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...","En un restaurante, bar, pub, café, discoteque u otro lugar de recreación",emper_p_inseg_lugares_7,99,No responde,3670,0.03,0.03,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal de buses o ferrocarriles,emper_p_inseg_lugares_8,1,Muy inseguro/a,1429228,10.75,10.75,10.75
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal de buses o ferrocarriles,emper_p_inseg_lugares_8,2,Inseguro/a,5226983,39.31,39.31,50.06
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal de buses o ferrocarriles,emper_p_inseg_lugares_8,3,Seguro/a,2993515,22.51,22.51,72.58
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal de buses o ferrocarriles,emper_p_inseg_lugares_8,4,Muy seguro/a,132943,1,1,73.58
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal de buses o ferrocarriles,emper_p_inseg_lugares_8,85,No aplica,3413781,25.68,25.68,99.25
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal de buses o ferrocarriles,emper_p_inseg_lugares_8,88,No sabe,96995,0.73,0.73,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal de buses o ferrocarriles,emper_p_inseg_lugares_8,96,Sin dato,0,0,0,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal de buses o ferrocarriles,emper_p_inseg_lugares_8,99,No responde,2613,0.02,0.02,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal aéreo o aeropuerto,emper_p_inseg_lugares_9,1,Muy inseguro/a,111948,0.84,0.84,0.84
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal aéreo o aeropuerto,emper_p_inseg_lugares_9,2,Inseguro/a,992611,7.47,7.47,8.31
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal aéreo o aeropuerto,emper_p_inseg_lugares_9,3,Seguro/a,5155077,38.77,38.77,47.08
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal aéreo o aeropuerto,emper_p_inseg_lugares_9,4,Muy seguro/a,1011758,7.61,7.61,54.69
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal aéreo o aeropuerto,emper_p_inseg_lugares_9,85,No aplica,5880084,44.22,44.22,98.91
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal aéreo o aeropuerto,emper_p_inseg_lugares_9,88,No sabe,142559,1.07,1.07,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal aéreo o aeropuerto,emper_p_inseg_lugares_9,96,Sin dato,0,0,0,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En un terminal aéreo o aeropuerto,emper_p_inseg_lugares_9,99,No responde,2021,0.02,0.02,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En centros comerciales o malls,emper_p_inseg_lugares_10,1,Muy inseguro/a,305377,2.3,2.3,2.3
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En centros comerciales o malls,emper_p_inseg_lugares_10,2,Inseguro/a,3935341,29.6,29.6,31.89
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En centros comerciales o malls,emper_p_inseg_lugares_10,3,Seguro/a,7700756,57.92,57.92,89.81
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En centros comerciales o malls,emper_p_inseg_lugares_10,4,Muy seguro/a,483464,3.64,3.64,93.45
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En centros comerciales o malls,emper_p_inseg_lugares_10,85,No aplica,832208,6.26,6.26,99.71
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En centros comerciales o malls,emper_p_inseg_lugares_10,88,No sabe,35794,0.27,0.27,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En centros comerciales o malls,emper_p_inseg_lugares_10,96,Sin dato,0,0,0,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En centros comerciales o malls,emper_p_inseg_lugares_10,99,No responde,3120,0.02,0.02,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En una bencinera o servicentro,emper_p_inseg_lugares_11,1,Muy inseguro/a,748359,5.63,5.63,5.63
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En una bencinera o servicentro,emper_p_inseg_lugares_11,2,Inseguro/a,4598973,34.59,34.59,40.22
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En una bencinera o servicentro,emper_p_inseg_lugares_11,3,Seguro/a,4639274,34.89,34.89,75.11
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En una bencinera o servicentro,emper_p_inseg_lugares_11,4,Muy seguro/a,203699,1.53,1.53,76.64
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En una bencinera o servicentro,emper_p_inseg_lugares_11,85,No aplica,3017728,22.7,22.7,99.34
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En una bencinera o servicentro,emper_p_inseg_lugares_11,88,No sabe,83891,0.63,0.63,99.97
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En una bencinera o servicentro,emper_p_inseg_lugares_11,96,Sin dato,0,0,0,99.97
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En una bencinera o servicentro,emper_p_inseg_lugares_11,99,No responde,4134,0.03,0.03,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En plazas o parques de su barrio,emper_p_inseg_lugares_12,1,Muy inseguro/a,857444,6.45,6.45,6.45
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En plazas o parques de su barrio,emper_p_inseg_lugares_12,2,Inseguro/a,5013559,37.71,37.71,44.16
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En plazas o parques de su barrio,emper_p_inseg_lugares_12,3,Seguro/a,5416648,40.74,40.74,84.89
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En plazas o parques de su barrio,emper_p_inseg_lugares_12,4,Muy seguro/a,360271,2.71,2.71,87.6
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En plazas o parques de su barrio,emper_p_inseg_lugares_12,85,No aplica,1582131,11.9,11.9,99.5
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En plazas o parques de su barrio,emper_p_inseg_lugares_12,88,No sabe,63236,0.48,0.48,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En plazas o parques de su barrio,emper_p_inseg_lugares_12,96,Sin dato,0,0,0,99.98
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En plazas o parques de su barrio,emper_p_inseg_lugares_12,99,No responde,2770,0.02,0.02,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En comercios de su barrio,emper_p_inseg_lugares_13,1,Muy inseguro/a,270512,2.03,2.03,2.03
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En comercios de su barrio,emper_p_inseg_lugares_13,2,Inseguro/a,3335147,25.08,25.08,27.12
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En comercios de su barrio,emper_p_inseg_lugares_13,3,Seguro/a,8885532,66.83,66.83,93.95
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En comercios de su barrio,emper_p_inseg_lugares_13,4,Muy seguro/a,458771,3.45,3.45,97.4
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En comercios de su barrio,emper_p_inseg_lugares_13,85,No aplica,325178,2.45,2.45,99.84
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En comercios de su barrio,emper_p_inseg_lugares_13,88,No sabe,20266,0.15,0.15,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En comercios de su barrio,emper_p_inseg_lugares_13,96,Sin dato,0,0,0,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En comercios de su barrio,emper_p_inseg_lugares_13,99,No responde,652,0,0,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de trabajo,emper_p_inseg_lugares_14,1,Muy inseguro/a,211624,1.59,1.59,1.59
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de trabajo,emper_p_inseg_lugares_14,2,Inseguro/a,1320036,9.93,9.93,11.52
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de trabajo,emper_p_inseg_lugares_14,3,Seguro/a,5594903,42.08,42.08,53.6
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de trabajo,emper_p_inseg_lugares_14,4,Muy seguro/a,1340462,10.08,10.08,63.68
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de trabajo,emper_p_inseg_lugares_14,85,No aplica,4810065,36.18,36.18,99.86
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de trabajo,emper_p_inseg_lugares_14,88,No sabe,17171,0.13,0.13,99.99
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de trabajo,emper_p_inseg_lugares_14,96,Sin dato,0,0,0,99.99
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de trabajo,emper_p_inseg_lugares_14,99,No responde,1796,0.01,0.01,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de estudio,emper_p_inseg_lugares_15,1,Muy inseguro/a,35297,0.27,0.27,0.27
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de estudio,emper_p_inseg_lugares_15,2,Inseguro/a,250184,1.88,1.88,2.15
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de estudio,emper_p_inseg_lugares_15,3,Seguro/a,1414713,10.64,10.64,12.79
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de estudio,emper_p_inseg_lugares_15,4,Muy seguro/a,567177,4.27,4.27,17.05
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de estudio,emper_p_inseg_lugares_15,85,No aplica,10997639,82.71,82.71,99.77
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de estudio,emper_p_inseg_lugares_15,88,No sabe,29281,0.22,0.22,99.99
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de estudio,emper_p_inseg_lugares_15,96,Sin dato,0,0,0,99.99
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En su lugar de estudio,emper_p_inseg_lugares_15,99,No responde,1767,0.01,0.01,100
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En el banco,emper_p_inseg_lugares_16,1,Muy inseguro/a,551343,4.15,4.15,4.15
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En el banco,emper_p_inseg_lugares_16,2,Inseguro/a,3620488,27.23,27.23,31.38
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En el banco,emper_p_inseg_lugares_16,3,Seguro/a,5684878,42.76,42.76,74.13
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En el banco,emper_p_inseg_lugares_16,4,Muy seguro/a,609716,4.59,4.59,78.72
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En el banco,emper_p_inseg_lugares_16,85,No aplica,2777586,20.89,20.89,99.61
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En el banco,emper_p_inseg_lugares_16,88,No sabe,50839,0.38,0.38,99.99
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En el banco,emper_p_inseg_lugares_16,96,Sin dato,0,0,0,99.99
emper,"Durante los últimos doce meses, según su experiencia, ¿qué tan seguro/a se siente...",En el banco,emper_p_inseg_lugares_16,99,No responde,1207,0.01,0.01,100
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio cuando ya está oscuro,emper_p_inseg_oscuro_1,1,Muy inseguro/a,2722495,20.48,20.48,20.48
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio cuando ya está oscuro,emper_p_inseg_oscuro_1,2,Inseguro/a,5992234,45.07,45.07,65.54
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio cuando ya está oscuro,emper_p_inseg_oscuro_1,3,Seguro/a,3171109,23.85,23.85,89.39
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio cuando ya está oscuro,emper_p_inseg_oscuro_1,4,Muy seguro/a,210633,1.58,1.58,90.98
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio cuando ya está oscuro,emper_p_inseg_oscuro_1,85,No aplica,1174485,8.83,8.83,99.81
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio cuando ya está oscuro,emper_p_inseg_oscuro_1,88,No sabe,24080,0.18,0.18,99.99
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio cuando ya está oscuro,emper_p_inseg_oscuro_1,96,Sin dato,0,0,0,99.99
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio cuando ya está oscuro,emper_p_inseg_oscuro_1,99,No responde,1020,0.01,0.01,100
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio durante el día,emper_p_inseg_dia_1,1,Muy inseguro/a,287073,2.16,2.16,2.16
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio durante el día,emper_p_inseg_dia_1,2,Inseguro/a,3137345,23.6,23.6,25.76
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio durante el día,emper_p_inseg_dia_1,3,Seguro/a,8793896,66.14,66.14,91.89
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio durante el día,emper_p_inseg_dia_1,4,Muy seguro/a,858062,6.45,6.45,98.35
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio durante el día,emper_p_inseg_dia_1,85,No aplica,210997,1.59,1.59,99.93
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio durante el día,emper_p_inseg_dia_1,88,No sabe,7032,0.05,0.05,99.99
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio durante el día,emper_p_inseg_dia_1,96,Sin dato,0,0,0,99.99
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Caminando solo/a por su barrio durante el día,emper_p_inseg_dia_1,99,No responde,1653,0.01,0.01,100
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Solo/a en su casa cuando ya está oscuro,emper_p_inseg_oscuro_2,1,Muy inseguro/a,324406,2.44,2.44,2.44
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Solo/a en su casa cuando ya está oscuro,emper_p_inseg_oscuro_2,2,Inseguro/a,2563726,19.28,19.28,21.72
emper,Durante los últimos doce meses ¿qué tan seguro/a se siente en las siguientes situaciones,Solo/a en su casa cuando ya está oscuro,emper_p_inseg_oscuro_2,3,Seguro/a,8687604,65.34,65.34,87.06
